Date : 2025-03-31 18:58:08
Directory : d:\examples\blog\src
Total : 596 files,  100781 codes, 10018 comments, 16692 blanks, all 127491 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\tornado\index.html                       | HTML            |         56 |          0 |          8 |         64 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\tornado\tornado.js                       | JavaScript      |         61 |          2 |          6 |         69 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\turtle\index.html                        | HTML            |         42 |          0 |          9 |         51 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\turtle\turtle.js                         | JavaScript      |        142 |          2 |         19 |        163 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\vb\index.html                            | HTML            |         91 |          0 |         12 |        103 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\vb\vb.js                                 | JavaScript      |        209 |         19 |         47 |        275 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\vbscript\index.html                      | HTML            |         44 |          0 |         12 |         56 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\vbscript\vbscript.js                     | JavaScript      |        255 |         34 |         62 |        351 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\velocity\index.html                      | HTML            |         93 |          0 |         26 |        119 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\velocity\velocity.js                     | JavaScript      |        173 |         17 |         12 |        202 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\verilog\index.html                       | HTML            |         99 |          0 |         22 |        121 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\verilog\test.js                          | JavaScript      |        225 |         15 |         34 |        274 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\verilog\verilog.js                       | JavaScript      |        449 |         50 |         39 |        538 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\xml\index.html                           | HTML            |         52 |          0 |          6 |         58 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\xml\test.js                              | JavaScript      |         37 |          3 |         12 |         52 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\xml\xml.js                               | JavaScript      |        358 |          5 |         22 |        385 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\xquery\index.html                        | HTML            |        184 |          0 |         27 |        211 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\xquery\test.js                           | JavaScript      |         50 |          6 |         12 |         68 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\xquery\xquery.js                         | JavaScript      |        326 |         60 |         62 |        448 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\yaml\index.html                          | HTML            |         69 |          0 |         12 |         81 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\yaml\yaml.js                             | JavaScript      |         89 |         16 |         13 |        118 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\z80\index.html                           | HTML            |         44 |          0 |          9 |         53 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\mode\z80\z80.js                               | JavaScript      |         84 |          2 |         15 |        101 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\modes.min.js                                  | JavaScript      |          7 |          2 |          1 |         10 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\package.json                                  | JSON            |         21 |          0 |          1 |         22 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\3024-day.css                            | CSS             |         24 |          9 |          8 |         41 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\3024-night.css                          | CSS             |         24 |          9 |          7 |         40 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\ambiance-mobile.css                     | CSS             |          5 |          0 |          1 |          6 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\ambiance.css                            | CSS             |         60 |          3 |         13 |         76 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\base16-dark.css                         | CSS             |         24 |          9 |          6 |         39 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\base16-light.css                        | CSS             |         24 |          9 |          6 |         39 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\blackboard.css                          | CSS             |         28 |          1 |          3 |         32 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\cobalt.css                              | CSS             |         23 |          0 |          3 |         26 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\colorforth.css                          | CSS             |         27 |          0 |          7 |         34 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\eclipse.css                             | CSS             |         22 |          0 |          2 |         24 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\elegant.css                             | CSS             |         12 |          0 |          2 |         14 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\erlang-dark.css                         | CSS             |         32 |          0 |          3 |         35 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\lesser-dark.css                         | CSS             |         39 |          4 |          5 |         48 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\mbo.css                                 | CSS             |         27 |          5 |          6 |         38 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\mdn-like.css                            | CSS             |         31 |          9 |          7 |         47 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\midnight.css                            | CSS             |         35 |          3 |         10 |         48 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\monokai.css                             | CSS             |         27 |          1 |          6 |         34 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\neat.css                                | CSS             |         11 |          0 |          2 |         13 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\neo.css                                 | CSS             |         31 |          3 |         10 |         44 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\night.css                               | CSS             |         24 |          1 |          4 |         29 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\paraiso-dark.css                        | CSS             |         24 |          9 |          6 |         39 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\paraiso-light.css                       | CSS             |         24 |          9 |          6 |         39 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\pastel-on-dark.css                      | CSS             |         43 |          8 |          3 |         54 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\rubyblue.css                            | CSS             |         23 |          0 |          3 |         26 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\solarized.css                           | CSS             |        118 |         20 |         28 |        166 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\the-matrix.css                          | CSS             |         28 |          0 |          3 |         31 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\tomorrow-night-bright.css               | CSS             |         22 |          8 |          6 |         36 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\tomorrow-night-eighties.css             | CSS             |         24 |          9 |          6 |         39 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\twilight.css                            | CSS             |         29 |          0 |          4 |         33 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\vibrant-ink.css                         | CSS             |         29 |          1 |          5 |         35 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\xq-dark.css                             | CSS             |         29 |         22 |          2 |         53 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\xq-light.css                            | CSS             |         20 |         22 |          1 |         43 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\codemirror\theme\zenburn.css                             | CSS             |         27 |          9 |          2 |         38 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\flowchart.min.js                                         | JavaScript      |          1 |          4 |          0 |          5 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\jquery.flowchart.min.js                                  | JavaScript      |          1 |          1 |          0 |          2 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\marked.min.js                                            | JavaScript      |          4 |          5 |          0 |          9 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\prettify.min.js                                          | JavaScript      |          1 |         13 |          1 |         15 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\raphael.min.js                                           | JavaScript      |          3 |          8 |          0 |         11 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\sequence-diagram.min.js                                  | JavaScript      |          2 |          5 |          0 |          7 |
| d:\examples\blog\src\main\resources\static\admin\editormd\lib\underscore.min.js                                        | JavaScript      |          1 |          4 |          0 |          5 |
| d:\examples\blog\src\main\resources\static\admin\editormd\package.json                                                 | JSON            |         42 |          0 |          1 |         43 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\code-block-dialog\code-block-dialog.js               | JavaScript      |        192 |         12 |         34 |        238 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\emoji-dialog\emoji-dialog.js                         | JavaScript      |        262 |         12 |         54 |        328 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\emoji-dialog\emoji.json                              | JSON            |         26 |          0 |          2 |         28 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\goto-line-dialog\goto-line-dialog.js                 | JavaScript      |        122 |         11 |         25 |        158 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\help-dialog\help-dialog.js                           | JavaScript      |         74 |         11 |         18 |        103 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\help-dialog\help.md                                  | Markdown        |         65 |          0 |         13 |         78 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\html-entities-dialog\html-entities-dialog.js         | JavaScript      |        128 |         11 |         35 |        174 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\html-entities-dialog\html-entities.json              | JSON            |        930 |          0 |          6 |        936 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\image-dialog\image-dialog.js                         | JavaScript      |        163 |         12 |         47 |        222 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\link-dialog\link-dialog.js                           | JavaScript      |         94 |         16 |         24 |        134 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\plugin-template.js                                   | JavaScript      |         75 |         26 |         11 |        112 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\preformatted-text-dialog\preformatted-text-dialog.js | JavaScript      |        134 |         11 |         28 |        173 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\reference-link-dialog\reference-link-dialog.js       | JavaScript      |        115 |         12 |         27 |        154 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\table-dialog\table-dialog.js                         | JavaScript      |        177 |         11 |         31 |        219 |
| d:\examples\blog\src\main\resources\static\admin\editormd\plugins\test-plugin\test-plugin.js                           | JavaScript      |         32 |         23 |         12 |         67 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.codemirror.scss                                | SCSS            |         73 |          1 |         17 |         91 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.dialog.scss                                    | SCSS            |        153 |          1 |         30 |        184 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.form.scss                                      | SCSS            |        106 |          1 |         23 |        130 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.grid.scss                                      | SCSS            |         31 |          0 |          5 |         36 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.logo.scss                                      | SCSS            |         69 |          5 |         15 |         89 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.menu.scss                                      | SCSS            |         95 |          0 |         18 |        113 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.preview.scss                                   | SCSS            |        264 |          2 |         56 |        322 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.preview.themes.scss                            | SCSS            |        103 |          4 |         24 |        131 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.scss                                           | SCSS            |        114 |          0 |         23 |        137 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.tab.scss                                       | SCSS            |         40 |          0 |          9 |         49 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\editormd.themes.scss                                    | SCSS            |         21 |          1 |          6 |         28 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\font-awesome.scss                                       | SCSS            |      1,792 |          9 |          1 |      1,802 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\github-markdown.scss                                    | SCSS            |        546 |         10 |        110 |        666 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\lib\prefixes.scss                                       | SCSS            |        585 |         38 |        161 |        784 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\lib\variables.scss                                      | SCSS            |          8 |          1 |          2 |         11 |
| d:\examples\blog\src\main\resources\static\admin\editormd\scss\prettify.scss                                           | SCSS            |         41 |          7 |          5 |         53 |
| d:\examples\blog\src\main\resources\static\admin\editormd\src\editormd.js                                              | JavaScript      |      3,076 |        608 |        905 |      4,589 |
| d:\examples\blog\src\main\resources\static\admin\js\article.js                                                         | JavaScript      |        121 |          8 |         15 |        144 |
| d:\examples\blog\src\main\resources\static\admin\js\base.js                                                            | JavaScript      |         85 |         66 |         10 |        161 |
| d:\examples\blog\src\main\resources\static\admin\js\install.js                                                         | JavaScript      |         83 |          5 |          0 |         88 |
| d:\examples\blog\src\main\resources\static\admin\js\jquery.app.js                                                      | JavaScript      |        191 |         42 |         37 |        270 |
| d:\examples\blog\src\main\resources\static\admin\plugins\jquery-multi-select\jquery.quicksearch.js                     | JavaScript      |        135 |         14 |         33 |        182 |
| d:\examples\blog\src\main\resources\static\admin\plugins\jquery.steps\demo\css\jquery.steps.css                        | CSS             |        261 |         12 |         55 |        328 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\css\style.css                                              | CSS             |         56 |          0 |          1 |         57 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\js\diff.js                                                 | JavaScript      |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\js\jquery.js                                               | JavaScript      |          2 |         23 |          0 |         25 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\js\jquery.scrollto.js                                      | JavaScript      |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\js\md.js                                                   | JavaScript      |        153 |          7 |         44 |        204 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\js\pagedown-extra.js                                       | JavaScript      |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\admin\plugins\md\js\pagedown.js                                             | JavaScript      |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\admin\plugins\select2.dist.css\select2-bootstrap.css                        | CSS             |         74 |          0 |         14 |         88 |
| d:\examples\blog\src\main\resources\static\admin\plugins\select2.dist.css\select2.css                                  | CSS             |        515 |         19 |        113 |        647 |
| d:\examples\blog\src\main\resources\static\admin\plugins\tagsinput\jquery.tagsinput.css                                | CSS             |         60 |          0 |          8 |         68 |
| d:\examples\blog\src\main\resources\static\admin\plugins\tagsinput\jquery.tagsinput.min.js                             | JavaScript      |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\admin\plugins\toggles\toggles.css                                           | CSS             |        209 |          5 |         46 |        260 |
| d:\examples\blog\src\main\resources\static\blog\css\fonts.css                                                          | CSS             |        343 |         49 |          1 |        393 |
| d:\examples\blog\src\main\resources\static\blog\css\main.css                                                           | CSS             |      3,185 |          3 |          4 |      3,192 |
| d:\examples\blog\src\main\resources\static\blog\fancybox\2.1.5\jquery.fancybox.min.css                                 | CSS             |          1 |          0 |          1 |          2 |
| d:\examples\blog\src\main\resources\static\blog\fancybox\2.1.5\jquery.fancybox.pack.js                                 | JavaScript      |         45 |          1 |          0 |         46 |
| d:\examples\blog\src\main\resources\static\blog\fastclick\1.0.6\fastclick.min.js                                       | JavaScript      |         16 |          7 |          1 |         24 |
| d:\examples\blog\src\main\resources\static\blog\font-awesome\4.6.2\css\font-awesome.min.css                            | CSS             |          1 |          3 |          1 |          5 |
| d:\examples\blog\src\main\resources\static\blog\font-awesome\4.6.2\fonts\fontawesome-webfont.svg                       | XML             |      2,671 |          0 |          1 |      2,672 |
| d:\examples\blog\src\main\resources\static\blog\font-awesome\4.6.2\fonts\glyphicons-halflings-regular.svg              | XML             |        288 |          0 |          0 |        288 |
| d:\examples\blog\src\main\resources\static\blog\image\algolia_logo.svg                                                 | XML             |         20 |          1 |          0 |         21 |
| d:\examples\blog\src\main\resources\static\blog\jquery.lazyload\1.9.3\jquery.lazyload.min.js                           | JavaScript      |          1 |          1 |          0 |          2 |
| d:\examples\blog\src\main\resources\static\blog\jquery\jquery.js                                                       | JavaScript      |      6,171 |      1,487 |      1,548 |      9,206 |
| d:\examples\blog\src\main\resources\static\blog\jquery\jquery.min.js                                                   | JavaScript      |          3 |          2 |          0 |          5 |
| d:\examples\blog\src\main\resources\static\blog\js\schemes\pisces.js                                                   | JavaScript      |         17 |          0 |          1 |         18 |
| d:\examples\blog\src\main\resources\static\blog\js\src\affix.js                                                        | JavaScript      |        102 |         15 |         46 |        163 |
| d:\examples\blog\src\main\resources\static\blog\js\src\algolia-search.js                                               | JavaScript      |        100 |          3 |         13 |        116 |
| d:\examples\blog\src\main\resources\static\blog\js\src\bootstrap.js                                                    | JavaScript      |         28 |          3 |         16 |         47 |
| d:\examples\blog\src\main\resources\static\blog\js\src\motion.js                                                       | JavaScript      |        251 |          8 |         33 |        292 |
| d:\examples\blog\src\main\resources\static\blog\js\src\post-details.js                                                 | JavaScript      |        113 |          7 |         28 |        148 |
| d:\examples\blog\src\main\resources\static\blog\js\src\scrollspy.js                                                    | JavaScript      |        120 |         21 |         42 |        183 |
| d:\examples\blog\src\main\resources\static\blog\js\src\utils.js                                                        | JavaScript      |        158 |         33 |         40 |        231 |
| d:\examples\blog\src\main\resources\static\blog\lib\algolia-instant-search\instantsearch.min.css                       | CSS             |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\blog\lib\algolia-instant-search\instantsearch.min.js                        | JavaScript      |         13 |          2 |          0 |         15 |
| d:\examples\blog\src\main\resources\static\blog\velocity\1.2.3\velocity.min.js                                         | JavaScript      |          1 |          4 |          0 |          5 |
| d:\examples\blog\src\main\resources\static\blog\velocity\1.2.3\velocity.ui.min.js                                      | JavaScript      |          1 |          1 |          0 |          2 |
| d:\examples\blog\src\main\resources\static\error\css\style.css                                                         | CSS             |          1 |          0 |          0 |          1 |
| d:\examples\blog\src\main\resources\static\error\js\custom.js                                                          | JavaScript      |          4 |          0 |          0 |          4 |
| d:\examples\blog\src\main\resources\static\error\js\jki7owr.js                                                         | JavaScript      |         28 |         15 |          1 |         44 |
| d:\examples\blog\src\main\resources\templates\admin\article_edit.html                                                  | HTML            |        169 |         14 |         17 |        200 |
| d:\examples\blog\src\main\resources\templates\admin\article_list.html                                                  | HTML            |        100 |          0 |          1 |        101 |
| d:\examples\blog\src\main\resources\templates\admin\attach.html                                                        | HTML            |        160 |          1 |         11 |        172 |
| d:\examples\blog\src\main\resources\templates\admin\category.html                                                      | HTML            |        151 |          0 |          5 |        156 |
| d:\examples\blog\src\main\resources\templates\admin\comment_list.html                                                  | HTML            |        116 |          0 |          2 |        118 |
| d:\examples\blog\src\main\resources\templates\admin\fragments\footer.html                                              | HTML            |         15 |          0 |          0 |         15 |
| d:\examples\blog\src\main\resources\templates\admin\fragments\header.html                                              | HTML            |        118 |         10 |          2 |        130 |
| d:\examples\blog\src\main\resources\templates\admin\index.html                                                         | HTML            |        113 |          0 |          4 |        117 |
| d:\examples\blog\src\main\resources\templates\admin\links.html                                                         | HTML            |        142 |          0 |         13 |        155 |
| d:\examples\blog\src\main\resources\templates\admin\login.html                                                         | HTML            |        107 |          8 |          3 |        118 |
| d:\examples\blog\src\main\resources\templates\admin\profile.html                                                       | HTML            |        141 |          0 |          8 |        149 |
| d:\examples\blog\src\main\resources\templates\admin\setting.html                                                       | HTML            |        238 |         28 |         11 |        277 |
| d:\examples\blog\src\main\resources\templates\blog\about.html                                                          | HTML            |         89 |          0 |          0 |         89 |
| d:\examples\blog\src\main\resources\templates\blog\archives.html                                                       | HTML            |         36 |          1 |          2 |         39 |
| d:\examples\blog\src\main\resources\templates\blog\category.html                                                       | HTML            |         43 |          0 |          2 |         45 |
| d:\examples\blog\src\main\resources\templates\blog\category_detail.html                                                | HTML            |         35 |          0 |          0 |         35 |
| d:\examples\blog\src\main\resources\templates\blog\detail.html                                                         | HTML            |         93 |          0 |          0 |         93 |
| d:\examples\blog\src\main\resources\templates\blog\fragments\footer.html                                               | HTML            |         24 |          0 |          2 |         26 |
| d:\examples\blog\src\main\resources\templates\blog\fragments\header.html                                               | HTML            |         76 |          5 |          1 |         82 |
| d:\examples\blog\src\main\resources\templates\blog\fragments\sidebar.html                                              | HTML            |        103 |          0 |          8 |        111 |
| d:\examples\blog\src\main\resources\templates\blog\home.html                                                           | HTML            |         77 |          4 |          2 |         83 |
| d:\examples\blog\src\main\resources\templates\blog\layout.html                                                         | HTML            |        155 |          4 |         10 |        169 |
| d:\examples\blog\src\main\resources\templates\blog\tags.html                                                           | HTML            |         40 |          0 |          2 |         42 |
| d:\examples\blog\src\main\resources\templates\blog\tags_detail.html                                                    | HTML            |         35 |          0 |          0 |         35 |
| d:\examples\blog\src\main\resources\templates\comm\macros.html                                                         | HTML            |         58 |          0 |         13 |         71 |
| d:\examples\blog\src\main\resources\templates\comm\pagination.html                                                     | HTML            |         22 |          2 |         11 |         35 |
| d:\examples\blog\src\main\resources\templates\error\404.html                                                           | HTML            |         55 |          0 |         19 |         74 |
| d:\examples\blog\src\main\resources\templates\error\500.html                                                           | HTML            |         55 |          0 |         19 |         74 |
| d:\examples\blog\src\test\java\com\kitty\blog\AliyunOSSTest.java                                                       | Java            |          0 |         21 |          1 |         22 |
| d:\examples\blog\src\test\java\com\kitty\blog\BlogApplicationTests.java                                                | Java            |          9 |          0 |          5 |         14 |
| d:\examples\blog\src\test\resources\application-test.yml                                                               | YAML            |         15 |          2 |          2 |         19 |
| Total                                                                                                                  |                 |    100,781 |     10,018 |     16,692 |    127,491 |
+------------------------------------------------------------------------------------------------------------------------+-----------------+------------+------------+------------+------------+
